device,fullVisitorId,visitId,transactions,revenue_usd
desktop,3301001176863952275,1483599074,1,22.97
desktop,3945894443419413506,1485470612,1,22.97
desktop,5136575351603788061,1485396658,1,22.47
desktop,2422180165069305822,1484102917,1,22.4
desktop,3819398190341694887,1484086565,1,22.38
desktop,5483011806347502134,1484857128,1,22.38
desktop,9974461982959135812,1484842221,1,21.99
desktop,0047509547902079820,1485544215,1,21.56
desktop,4748015823262497744,1484746867,1,20.98
desktop,1444097777351910879,1485701876,1,20.98
desktop,3968337484870623826,1484193378,1,20.98
desktop,6129059309050021920,1483325774,1,20.98
desktop,6558070663026702303,1483480109,1,20.98
desktop,2702626484466818969,1483714902,1,20.98
desktop,4525326450497146494,1484370904,1,20.98
desktop,8496471110769354816,1484589338,1,20.93
desktop,8926768253847212533,1485817035,1,20.78
desktop,7405717600950397747,1485831616,1,19.99
desktop,6587875124073983247,1485366233,1,19.99
desktop,806304580282256912,1485392403,1,19.99
desktop,0390998170566117826,1483638909,1,19.99
desktop,6080515140552290327,1483650733,1,19.99
desktop,4237702059099095460,1484609628,1,19.99
desktop,8153111037173030058,1484245418,1,19.99
desktop,3307727541454538037,1484840089,1,19.99
desktop,2936634930290678437,1484883045,1,19.99
desktop,0950533423538162266,1484855373,1,19.99
desktop,8696957377453802990,1484530269,1,19.99
desktop,6103994353866186506,1483922671,1,19.99
desktop,8280304533450595822,1484569563,1,19.97
desktop,3513351372508524008,1485043299,1,19.96
desktop,4191379935308714195,1483624773,1,19.96
desktop,891856926182569230,1483385480,1,19.96
desktop,0533462479025888957,1484759391,1,19.19
desktop,2411322974724385937,1483546325,2,19.19
desktop,6056481761819241487,1485192844,1,19.19
desktop,0579326161967924544,1484846267,1,19.19
desktop,0777922178356486144,1485307902,1,19.18
desktop,7118031954619805826,1485825117,1,18.99
desktop,2147366385529994830,1485537129,1,18.99
desktop,2087880022078046202,1485379213,1,18.99
desktop,7249775005981823793,1485073840,1,18.99
desktop,5766280637423737637,1484250107,1,18.99
desktop,3765491629047320813,1484885557,1,18.99
desktop,4697761145388027132,1484330155,1,18.99
desktop,5456592734532030332,1485834058,1,18.98
desktop,5847645820531531550,1484407885,1,18.98
desktop,0383714650593435379,1485203230,1,18.95
desktop,7738303201145232755,1483476503,1,18.39
desktop,1021564728056895088,1484363019,1,17.99
desktop,0529281851523725509,1484178155,2,17.59
desktop,1997283608635698919,1484627685,1,17.59
desktop,6179415313155508546,1483463137,1,17.59
desktop,4419213333970429526,1483729645,1,17.59
desktop,6525565523346061607,1485912456,1,17.58
desktop,0911550486858499476,1485304337,1,16.99
desktop,6760846348578778765,1485280455,1,16.99
desktop,3430259988193283726,1485026682,1,16.99
desktop,5561134301954215785,1484696889,1,16.99
desktop,565056780083615308,1485347524,1,16.99
desktop,554728164623826608,1484102578,1,16.99
desktop,7385533995680230366,1483492055,1,16.99
desktop,2591017631506070831,1484842971,1,16.99
desktop,8395347447837292340,1484324189,1,16.99
desktop,7761232105915490480,1483647699,1,16.98
desktop,2754641781550794681,1485379628,1,16.97
